"","_","A","B","C","D","E","F","G","H","I","J","AB","AC","AD","AE","AF","AG","AH","AI","AJ","BC","BD","BE","BF","BG","BH","BI","BJ","CD","CE","CF","CG","CH","CI","CJ","DE","DF","DG","DH","DI","DJ","EF","EG","EH","EI","EJ","FG","FH","FI","FJ","GH","GI","GJ","HI","HJ","IJ","ABC","ABD","ABE","ABF","ABG","ABH","ABI","ABJ","ACD","ACE","ACF","ACG","ACH","ACI","ACJ","ADE","ADF","ADG","ADH","ADI","ADJ","AEF","AEG","AEH","AEI","AEJ","AFG","AFH","AFI","AFJ","AGH","AGI","AGJ","AHI","AHJ","AIJ","BCD","BCE","BCF","BCG","BCH","BCI","BCJ","BDE","BDF","BDG","BDH","BDI","BDJ","BEF","BEG","BEH","BEI","BEJ","BFG","BFH","BFI","BFJ","BGH","BGI","BGJ","BHI","BHJ","BIJ","CDE","CDF","CDG","CDH","CDI","CDJ","CEF","CEG","CEH","CEI","CEJ","CFG","CFH","CFI","CFJ","CGH","CGI","CGJ","CHI","CHJ","CIJ","DEF","DEG","DEH","DEI","DEJ","DFG","DFH","DFI","DFJ","DGH","DGI","DGJ","DHI","DHJ","DIJ","EFG","EFH","EFI","EFJ","EGH","EGI","EGJ","EHI","EHJ","EIJ","FGH","FGI","FGJ","FHI","FHJ","FIJ","GHI","GHJ","GIJ","HIJ"
"DFI","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","wide_sympatry_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"DFJ","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","X","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","wide_sympatry_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"DGH","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","vicariance_or_subset_sympatry","founder_event_speciation","founder_event_speciation","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","wide_sympatry_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"DGI","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","wide_sympatry_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"DGJ","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","wide_sympatry_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"DHI","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","vicariance_or_subset_sympatry","founder_event_speciation","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","wide_sympatry_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"DHJ","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","wide_sympatry_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"DIJ","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","wide_sympatry_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"EFG","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","vicariance_or_subset_sympatry","vicariance_or_subset_sympatry","founder_event_speciation","founder_event_speciation","founder_event_speciation","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","vicariance_or_subset_sympatry","X","X","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","wide_sympatry_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"EFH","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","vicariance_or_subset_sympatry","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","founder_event_speciation","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","vicariance_or_subset_sympatry","X","X","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","wide_sympatry_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"EFI","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","vicariance_or_subset_sympatry","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","X","vicariance_or_subset_sympatry","X","X","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","wide_sympatry_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"EFJ","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","vicariance_or_subset_sympatry","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","X","X","vicariance_or_subset_sympatry","X","X","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","wide_sympatry_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"EGH","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","founder_event_speciation","vicariance_or_subset_sympatry","founder_event_speciation","vicariance_or_subset_sympatry","vicariance_or_subset_sympatry","founder_event_speciation","founder_event_speciation","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","vicariance_or_subset_sympatry","vicariance_or_subset_sympatry","X","X","X","X","X","X","vicariance_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","wide_sympatry_or_subset_sympatry","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
